SOILID,SLB,SLCL,SLSI,SLLL,SDUL,SSAT,SSKS,BEXP,Bperm,AEP,SRGF,SBDM,SLOC,SLCF,SLDR,SLRO,PTF
MACHERFAA3,257,32.73861029,19.81040857,0.206671216,0.273844577,0.325862791,15,,,,0.142857143,1.132242214,0.31497924,23.89202768,0.6,91,1
MACHERFAG3,2,19.63636364,34.27272727,0.171969291,0.292928965,0.374632247,15,,,,1,1.142109091,1.628181818,23.63636364,0.6,91,1
MACHERFAG3,8,22.09090909,34.09090909,0.181295772,0.299449661,0.378369245,15,,,,0.909090909,1.134781818,1.501818182,22.63636364,0.6,91,1
MACHERFAG3,17,22.23562834,33.98596257,0.181616522,0.299059037,0.377606523,15,,,,0.909090909,1.135371424,1.467342914,22.58622995,0.6,91,1
MACHERFAG3,26,29.66341282,32.23565734,0.207954747,0.313003202,0.384119099,15,,,,0.809629713,1.110340638,1.212503193,19.54719051,0.6,91,1
MACHERFAG3,35,32.32282466,31.69840823,0.216698998,0.316325015,0.384486442,15,,,,0.53690244,1.107135975,1.001715035,18.28993468,0.6,91,1
MACHERFAG3,53,35.14417067,31.40797152,0.22687143,0.321802171,0.387142107,15,,,,0.513639067,1.100495119,0.81809242,16.64725614,0.6,91,1
MACHERFAG3,71,41.04891452,31.27692221,0.246643103,0.335332637,0.397427276,15,,,,0.544374882,1.078386332,0.518752488,12.57744233,0.6,91,1
MACHERFAG3,89,42.56218905,32.27529022,0.251844061,0.34422437,0.408308774,15,,,,0.166666667,1.072637231,0.581003317,10.31840796,0.6,91,1
MACHERFAG3,161,42.56218905,32.27529022,0.251844061,0.34422437,0.408308774,15,,,,0.166666667,1.072637231,0.581003317,10.31840796,0.6,91,1
MACHERFAG3,305,42.56218905,32.27529022,0.251844061,0.34422437,0.408308774,15,,,,0.166666667,1.072637231,0.581003317,10.31840796,0.6,91,1
MACHERMAG3,3,40.68125,37.10625,0.250548619,0.371987827,0.45030245,15,,,,1,0.97206125,2.51375,12.375,0.6,91,1
MACHERMAG3,11,41.08378333,36.34248333,0.25044231,0.369632715,0.446269226,15,,,,1,0.976690807,2.367592,12.55463333,0.6,91,1
MACHERMAG3,22,44.12912261,33.72737739,0.259288305,0.366429796,0.438466683,15,,,,1,0.98187702,2.105122834,11.89302707,0.6,91,1
MACHERMAG3,33,51.14757925,29.91497496,0.27300916,0.355122841,0.419210376,15,,,,0.856673172,1.015593937,0.934644053,9.304841191,0.6,91,1
MACHERMAG3,45,55.02669289,27.65780458,0.283436943,0.357022087,0.418067728,15,,,,0.736632346,1.013335678,0.725800192,7.815156401,0.6,91,1
MACHERMAG3,67,57.17356556,27.89041171,0.290920722,0.362521789,0.422982295,15,,,,0.814243635,1.013763495,0.660522235,6.404707679,0.6,91,1
MACHERMAG3,90,52.36181651,30.81010657,0.27868184,0.357011449,0.41850405,15,,,,0.366926396,1.048084948,0.455526458,6.98216928,0.6,91,1
MACHERMAG3,112,54.01153945,27.43253787,0.281835274,0.353468639,0.411960143,15,,,,0.31371794,1.036516084,0.492102147,8.026802885,0.6,91,1
MACHERMAG3,200,54.01153945,27.43253787,0.281835274,0.353468639,0.411960143,15,,,,0.31371794,1.036516084,0.492102147,8.026802885,0.6,91,1
MACHERMAG3,376,54.01153945,27.43253787,0.281835274,0.353468639,0.411960143,15,,,,0.31371794,1.036516084,0.492102147,8.026802885,0.6,91,1
MACHERAGS3,4,32.8,52.95,0.231522271,0.407181206,0.505462202,15,,,,1,0.97861,2.635,9.1,0.6,91,1
MACHERAGS3,12,32.8,52.95,0.231522271,0.407181206,0.505462202,15,,,,1,0.97861,2.635,9.1,0.6,91,1
MACHERAGS3,24,43.69090909,42.65909091,0.260474117,0.384816828,0.467042264,15,,,,1,1.000206222,1.737556818,6.197443182,0.6,91,1
MACHERAGS3,37,44.73636364,41.61363636,0.263358927,0.382080862,0.461853023,15,,,,0.680754006,1.005348551,1.572897727,6.132102273,0.6,91,1
MACHERAGS3,49,45.78181818,40.56818182,0.266243738,0.379344896,0.456663782,15,,,,0.5,1.010490881,1.408238636,6.066761364,0.6,91,1
MACHERAGS3,74,47.06176471,39.28411765,0.269660346,0.375299173,0.449249857,15,,,,0.5,1.020106728,1.148897059,5.857573529,0.6,91,1
MACHERAGS3,98,45.94090909,40.35909091,0.265283193,0.370476042,0.442993532,15,,,,0.396807142,1.051589034,0.681931818,4.488068182,0.6,91,1
MACHERAGS3,123,47.35,38.95,0.269171417,0.366788436,0.435999338,15,,,,0.04,1.05852,0.46,4.4,0.6,91,1
MACHERAGS3,223,47.35,38.95,0.269171417,0.366788436,0.435999338,15,,,,0.04,1.05852,0.46,4.4,0.6,91,1
MACHERAGS3,423,47.35,38.95,0.269171417,0.366788436,0.435999338,15,,,,0.04,1.05852,0.46,4.4,0.6,91,1
MALATOFAR3,4,12.21842105,5.142105263,0.064520941,0.112217607,0.162485039,50,,,,1,1.285314737,0.724210526,46.10526316,0.1,68,1
MALATOFAR3,13,12.5254347,5.078379519,0.065807268,0.113513528,0.163651224,50,,,,1,1.286970106,0.69617197,45.65930981,0.1,68,1
MALATOFAR3,27,13.64905409,5.13832067,0.069826191,0.117794593,0.168059195,35,,,,1,1.295262046,0.582682211,44.62682931,0.1,68,1
MALATOFAR3,41,14.46709735,5.045140332,0.072175498,0.120362566,0.170728115,35,,,,1,1.298548566,0.497149058,43.9260378,0.1,68,1
MALATOFAR3,54,15.34748294,5.043053194,0.074978161,0.123388219,0.174321502,35,,,,1,1.301074491,0.426183942,42.89874589,0.1,68,1
MALATOFAR3,82,16.44536837,5.197932488,0.080172554,0.1290786,0.180551272,35,,,,1,1.30328476,0.341116996,41.49045567,0.1,68,1
MALATOFAR3,109,17.68172321,5.154796581,0.085602267,0.134732513,0.186653092,35,,,,1,1.300562288,0.255151568,39.23675816,0.1,68,1
MALATOFAR3,137,17.03573904,5.901370672,0.088346475,0.13774041,0.188043591,35,,,,1,1.313365332,0.201105336,43.24223344,0.1,68,1
MALATOFAR3,249,17.03573904,5.901370672,0.088346475,0.13774041,0.188043591,35,,,,1,1.313365332,0.201105336,43.24223344,0.1,68,1
MALATOFAR3,473,17.03573904,5.901370672,0.088346475,0.13774041,0.188043591,35,,,,1,1.313365332,0.201105336,43.24223344,0.1,68,1
MALATOAGA3,5,31.98113208,7.886792453,0.154595625,0.209192041,0.260144884,50,,,,1,1.150839623,1.524150943,38.39622642,0.1,68,1
MALATOAGA3,15,32.97608223,7.794077388,0.157916915,0.212443223,0.263390388,50,,,,1,1.150430395,1.462555597,37.59727314,0.1,68,1
MALATOAGA3,31,36.5990063,7.387191528,0.17388632,0.228070826,0.278674465,50,,,,1,1.144557784,1.293265152,35.72830985,0.1,68,1
MALATOAGA3,46,39.29487526,7.091421049,0.181538397,0.235154471,0.285650407,35,,,,1,1.143088344,1.098478397,33.66537678,0.1,68,1
MALATOAGA3,62,41.29344089,6.926999637,0.187380736,0.240609893,0.291009889,35,,,,1,1.141473313,0.955284754,32.17328659,0.1,68,1
MALATOAGA3,93,44.93415737,6.651517422,0.19926124,0.25211262,0.302352985,35,,,,1,1.137271779,0.733720735,29.42710784,0.1,68,1
MALATOAGA3,124,45.69536599,6.459076221,0.19824528,0.250936296,0.301292874,35,,,,1,1.138112993,0.664484783,28.75451386,0.1,68,1
MALATOAGA3,156,41.54833429,6.563064189,0.18656076,0.240412768,0.291045753,35,,,,1,1.153664785,0.743578647,28.92408688,0.1,68,1
MALATOAGA3,284,41.54833429,6.563064189,0.18656076,0.240412768,0.291045753,35,,,,1,1.153664785,0.743578647,28.92408688,0.1,68,1
MALATOAGA3,540,41.54833429,6.563064189,0.18656076,0.240412768,0.291045753,35,,,,1,1.153664785,0.743578647,28.92408688,0.1,68,1
MALATOFAA3,4,21.33636364,6.940909091,0.114147331,0.166876051,0.218441334,50,,,,1,1.203912727,1.509181818,41.43863636,0.1,68,1
MALATOFAA3,14,21.60713104,6.966502556,0.115294314,0.168029242,0.219571598,50,,,,1,1.206229585,1.482598581,41.26319626,0.1,68,1
MALATOFAA3,29,23.93457977,6.76373565,0.123087402,0.175727992,0.227003352,50,,,,1,1.208654489,1.224451454,39.46280072,0.1,68,1
MALATOFAA3,44,25.59772579,6.604127237,0.128701802,0.18136328,0.232286844,35,,,,1,1.212895922,1.031433711,38.11748279,0.1,68,1
MALATOFAA3,59,27.08972812,6.478827275,0.133398281,0.185848859,0.236767782,35,,,,1,1.212929635,0.886103449,37.08071632,0.1,68,1
MALATOFAA3,89,29.00551102,6.128853869,0.138961253,0.191186066,0.242093777,35,,,,1,1.220358283,0.647573565,35.5946294,0.1,68,1
MALATOFAA3,118,28.64556878,6.32788671,0.140866667,0.192514865,0.243395594,35,,,,1,1.221690562,0.615129333,35.99104538,0.1,68,1
MALATOFAA3,148,28.33128205,6.04017094,0.137786086,0.189970492,0.241721503,35,,,,1,1.207038922,0.741467055,37.59764569,0.1,68,1
MALATOFAA3,268,28.33128205,6.04017094,0.137786086,0.189970492,0.241721503,35,,,,1,1.207038922,0.741467055,37.59764569,0.1,68,1
MALATOFAA3,508,28.33128205,6.04017094,0.137786086,0.189970492,0.241721503,35,,,,1,1.207038922,0.741467055,37.59764569,0.1,68,1
MALATOMAG3,5,56.35573123,17.40869565,0.265613578,0.337017701,0.400661503,50,,,,1,0.979309881,2.562213439,16.10039526,0.1,68,1
MALATOMAG3,15,59.28498093,15.96072098,0.270581797,0.338552928,0.399983473,50,,,,1,0.988956781,2.107268738,14.503183,0.1,68,1
MALATOMAG3,30,61.64350869,14.88410925,0.273746888,0.338541349,0.398013573,35,,,,1,0.994157365,1.791238538,13.63189247,0.1,68,1
MALATOMAG3,45,63.68337714,14.02658069,0.276139585,0.338019052,0.395705279,35,,,,1,1.000707639,1.474940744,12.84703527,0.1,68,1
MALATOMAG3,60,65.21404674,13.36754891,0.278053424,0.337519274,0.393748887,35,,,,1,1.006536934,1.216579871,12.21831704,0.1,68,1
MALATOMAG3,91,66.93550542,12.5707668,0.28001926,0.337028793,0.391786317,35,,,,1,1.011061616,0.958015359,11.5583833,0.1,68,1
MALATOMAG3,121,67.16382369,12.40181055,0.280321307,0.336057702,0.389883744,35,,,,1,1.018466815,0.745408657,11.11227913,0.1,68,1
MALATOMAG3,152,66.77544129,12.77102216,0.279607358,0.335396055,0.389252773,35,,,,1,1.022334854,0.662596643,11.17841152,0.1,68,1
MALATOMAG3,276,66.77544129,12.77102216,0.279607358,0.335396055,0.389252773,35,,,,1,1.022334854,0.662596643,11.17841152,0.1,68,1
MALATOMAG3,524,66.77544129,12.77102216,0.279607358,0.335396055,0.389252773,35,,,,1,1.022334854,0.662596643,11.17841152,0.1,68,1
MALATOFRN3,6,34.5,26.5,0.18972366,0.27535936,0.348099937,50,,,,1,1.08615,2.425,33,0.1,68,1
MALATOFRN3,19,14.5,35,0.133361449,0.247002048,0.317138775,50,,,,1,1.23215,1.03,41.5,0.1,68,1
MALATOFRN3,39,17.5,41.5,0.1697489,0.29628466,0.367680096,35,,,,1,1.2535,0.23,31.5,0.1,68,1
MALATOFRN3,59,17.5,41.5,0.1697489,0.29628466,0.367680096,35,,,,1,1.2535,0.23,31.5,0.1,68,1
MALATOFRN3,79,17.5,41.5,0.1697489,0.29628466,0.367680096,35,,,,1,1.2535,0.23,31.5,0.1,68,1
MALATOFRN3,118,17.5,41.5,0.169855074,0.296570869,0.368089612,35,,,,1,1.253171429,0.249428571,31.47142857,0.1,68,1
MALATOFRN3,158,17.5,41.5,0.171553852,0.301150214,0.374641861,35,,,,1,1.247914286,0.560285714,31.01428571,0.1,68,1
MALATOFRN3,197,19.36,49.48,0.192781879,0.341455056,0.417333963,1,,,,0,1.238422,0.1088,21.7,0.1,68,1
MALATOFRN3,353,19.36,49.48,0.192781879,0.341455056,0.417333963,1,,,,0,1.238422,0.1088,21.7,0.1,68,1
MALATOFRN3,665,19.36,49.48,0.192781879,0.341455056,0.417333963,1,,,,0,1.238422,0.1088,21.7,0.1,68,1
MALATOFAG3,7,34.75,23,0.216473557,0.310627759,0.38175263,50,,,,1,1.03395,3.11,22.25,0.1,68,1
MALATOFAG3,21,35.02096469,23.12484237,0.218077062,0.312100791,0.382953662,50,,,,1,1.034104209,3.059041614,21.87153216,0.1,68,1
MALATOFAG3,43,35.8044412,23.08362889,0.221794479,0.314694327,0.384195649,50,,,,1,1.035038463,2.946171974,21.42837721,0.1,68,1
MALATOFAG3,64,36.60027191,23.36821537,0.226316464,0.318680736,0.387267865,50,,,,1,1.035591045,2.803541141,20.44969656,0.1,68,1
MALATOFAG3,86,37.46409994,23.52016341,0.23086617,0.322357733,0.389732035,50,,,,1,1.036381429,2.66217686,19.64151166,0.1,68,1
MALATOFAG3,129,38.5,23.5,0.23585972,0.325929034,0.391564572,50,,,,1,1.037575,2.51,19,0.1,68,1
MALATOFAG3,173,38,23,0.240872349,0.346148417,0.422548025,50,,,,1,0.9566,4.435,20.5,0.1,68,1
MALATOFAG3,216,38,23,0.240872349,0.346148417,0.422548025,50,,,,1,0.9566,4.435,20.5,0.1,68,1
MALATOFAG3,388,38,23,0.240872349,0.346148417,0.422548025,50,,,,1,0.9566,4.435,20.5,0.1,68,1
MALATOFAG3,732,38,23,0.240872349,0.346148417,0.422548025,50,,,,1,0.9566,4.435,20.5,0.1,68,1
MALATOAFR3,5,8.916666667,3.416666667,0.044521586,0.088983285,0.128061815,50,,,,1,1.313075,0.744166667,56.75,0.1,68,1
MALATOAFR3,15,9.114767816,3.395786382,0.045072659,0.089680466,0.129053607,50,,,,1,1.31273705,0.725655591,56.48011706,0.1,68,1
MALATOAFR3,31,9.62230312,3.406821321,0.04666668,0.091595388,0.131739231,50,,,,1,1.311568204,0.672119864,55.87901434,0.1,68,1
MALATOAFR3,46,10.57491234,3.366734164,0.049486913,0.094988368,0.136668328,35,,,,1,1.310686393,0.582395101,54.6488902,0.1,68,1
MALATOAFR3,62,11.02693101,3.380740547,0.0505008,0.096274086,0.13929566,35,,,,1,1.310439456,0.533048676,54.09489199,0.1,68,1
MALATOAFR3,93,12.07288636,3.363802565,0.053566758,0.099978344,0.144774869,35,,,,1,1.309009746,0.427984693,52.79175372,0.1,68,1
MALATOAFR3,125,11.57142857,3.571428571,0.045851118,0.090301246,0.132554282,50,,,,1,1.320457143,0.488571429,58.57142857,0.1,68,1
MALATOAFR3,156,8.666666667,3.666666667,0.04,0.081880057,0.113803808,50,,,,1,1.3194,0.786666667,63.66666667,0.1,68,1
MALATOAFR3,280,8.666666667,3.666666667,0.04,0.081880057,0.113803808,50,,,,1,1.3194,0.786666667,63.66666667,0.1,68,1
MALATOAFR3,528,8.666666667,3.666666667,0.04,0.081880057,0.113803808,50,,,,1,1.3194,0.786666667,63.66666667,0.1,68,1
MANITOMAG3,5,56.46868687,25.8969697,0.287747041,0.371872049,0.441633981,50,,,,1,0.957631111,2.071010101,7.301010101,0.1,80,1
MANITOMAG3,15,59.90341934,23.90582365,0.292945102,0.368956114,0.433823918,50,,,,1,0.971323689,1.590425253,6.93458879,0.1,80,1
MANITOMAG3,30,64.01908478,21.58732457,0.297498617,0.368045897,0.430035022,35,,,,1,0.971390356,1.237525132,5.931729331,0.1,80,1
MANITOMAG3,46,66.86552046,20.04994974,0.30232316,0.368107187,0.4280911,35,,,,1,0.970494106,1.024683743,5.211997632,0.1,80,1
MANITOMAG3,61,68.95980955,18.84420731,0.305144391,0.368161115,0.426863374,35,,,,1,0.968912018,0.89687878,4.790889066,0.1,80,1
MANITOMAG3,92,70.9091376,17.45250871,0.306479533,0.366372411,0.423685586,35,,,,1,0.970876221,0.724495896,4.442628378,0.1,80,1
MANITOMAG3,122,70.3910444,17.46466602,0.307431331,0.367645802,0.424084782,35,,,,1,0.980706602,0.652536628,4.212009647,0.1,80,1
MANITOMAG3,153,67.23549042,20.01333004,0.304150949,0.367658685,0.425203919,35,,,,1,0.989530181,0.693541218,4.755046558,0.1,80,1
MANITOMAG3,277,67.23549042,20.01333004,0.304150949,0.367658685,0.425203919,35,,,,1,0.989530181,0.693541218,4.755046558,0.1,80,1
MANITOMAG3,525,67.23549042,20.01333004,0.304150949,0.367658685,0.425203919,35,,,,1,0.989530181,0.693541218,4.755046558,0.1,80,1
MANITOAGS3,6,46.4,43.96,0.264905348,0.390786715,0.477386378,50,,,,1,1.05192,1.87,4.7,0.1,80,1
MANITOAGS3,19,45.2,45.36,0.260611433,0.391375437,0.480300289,50,,,,1,1.04838,1.938,4.7,0.1,80,1
MANITOAGS3,38,47.42,43.76,0.26570134,0.37930763,0.459386035,35,,,,1,1.075524,1.052,4.22,0.1,80,1
MANITOAGS3,58,47.62,41.76,0.265114215,0.369982869,0.448154765,35,,,,1,1.089164,0.774,3.82,0.1,80,1
MANITOAGS3,77,47.62,41.76,0.265114215,0.369982869,0.448154765,35,,,,1,1.089164,0.774,3.82,0.1,80,1
MANITOAGS3,116,48.29692308,41.51384615,0.268190902,0.371137636,0.448323647,35,,,,1,1.085930154,0.781384615,3.773846154,0.1,80,1
MANITOAGS3,155,43.51304615,43.97969231,0.242353302,0.362631465,0.448696268,35,,,,1,1.112744148,0.671569231,3.879692308,0.1,80,1
MANITOAGS3,194,46.56666667,46.26666667,0.256433154,0.377167653,0.460266367,35,,,,1,1.08168,0.984666667,4.533333333,0.1,80,1
MANITOAGS3,350,46.56666667,46.26666667,0.256433154,0.377167653,0.460266367,35,,,,1,1.08168,0.984666667,4.533333333,0.1,80,1
MANITOAGS3,662,46.56666667,46.26666667,0.256433154,0.377167653,0.460266367,35,,,,1,1.08168,0.984666667,4.533333333,0.1,80,1
MAVERTMAG3,3,58.83333333,28,0.297892741,0.385448419,0.46439716,5,,,,1,0.87585,2.87,6,0.9,91,1
MAVERTMAG3,9,61.60813492,26.16765873,0.302438838,0.381665995,0.455031028,5,,,,1,0.895586706,2.291513889,5.373809524,0.9,91,1
MAVERTMAG3,18,62.20138889,25.92361111,0.303884035,0.381668247,0.453988885,5,,,,0.8,0.899968056,2.190208333,5.194444444,0.9,91,1
MAVERTMAG3,27,67.95887446,21.86976912,0.306868948,0.376230685,0.443279582,5,,,,0.8,0.911123882,1.614646465,4.609307359,0.9,91,1
MAVERTMAG3,36,70.22748171,20.72648903,0.310261013,0.374325373,0.437508636,1,,,,0,0.923923013,1.175688959,4.031382793,0.9,91,1
MAVERTMAG3,54,71.69566353,19.56739812,0.310216973,0.372347047,0.434392594,1,,,,0,0.924912104,1.038143504,3.954110066,0.9,91,1
MAVERTMAG3,72,80.28,16.92,0.321458214,0.374784935,0.434211014,1,,,,0,0.905942667,0.477066667,1.4,0.9,91,1
MAVERTMAG3,90,87.13333333,10.86666667,0.320270982,0.370270982,0.428725993,1,,,,0,0.933571111,0.468444444,1,0.9,91,1
MAVERTMAG3,162,87.13333333,10.86666667,0.320270982,0.370270982,0.428725993,1,,,,0,0.933571111,0.468444444,1,0.9,91,1
MAGLEIFAR3,2,15,24.75,0.131960431,0.234623137,0.327920387,5,,,,1,1.14175,2.59,25.25,0.9,91,1
MAGLEIFAR3,8,15,24.75,0.131960431,0.234623137,0.327920387,5,,,,1,1.14175,2.59,25.25,0.9,91,1
MAGLEIFAR3,17,15.01298077,24.49675481,0.129335932,0.230937896,0.323250195,5,,,,1,1.146559147,2.464653846,26.15709135,0.9,91,1
MAGLEIFAR3,26,17.18605769,19.76598558,0.130233128,0.216697626,0.294529528,5,,,,0.8,1.148320685,1.967538462,28.02247596,0.9,91,1
MAGLEIFAR3,35,16.90625,19.0859375,0.121358609,0.204952671,0.280296678,1,,,,0.16868056,1.163892969,1.6,30.6640625,0.9,91,1
MAGLEIFAR3,53,17.31875,18.9828125,0.122654049,0.205844621,0.280584323,1,,,,0.25,1.162411406,1.589,30.7671875,0.9,91,1
MAGLEIFAR3,71,10.78189793,19.45863238,0.098037066,0.175735637,0.273877355,1,,,,0,1.197244946,1.09907496,24.48355263,0.9,91,1
MAGLEIFAR3,88,9.525,14.24375,0.089676499,0.145731635,0.203593734,1,,,,0,1.257101875,0.171,41.75625,0.9,91,1
MAGLEIFAR3,156,9.525,14.24375,0.089676499,0.145731635,0.203593734,1,,,,0,1.257101875,0.171,41.75625,0.9,91,1
MAGLEIMAG3,3,52.33333333,31.55555556,0.291172044,0.414882099,0.508936392,5,,,,1,0.863661111,4.901666667,4.833333333,0.9,91,1
MAGLEIMAG3,9,52.44184762,31.73630607,0.286694778,0.401818304,0.490399952,5,,,,0.888888889,0.903293225,3.979346881,5.49598355,0.9,91,1
MAGLEIMAG3,19,53.82009368,30.6278673,0.286160214,0.397287413,0.483637176,5,,,,0.8,0.910729671,3.69594731,5.500278649,0.9,91,1
MAGLEIMAG3,29,57.81081514,27.47827435,0.292985373,0.395059782,0.477729538,1,,,,0.611111111,0.906033236,3.580813174,5.557383921,0.9,91,1
MAGLEIMAG3,39,58.46172526,27.28504882,0.292196427,0.388950274,0.468241215,1,,,,0.478060596,0.927588953,3.036486324,5.330743202,0.9,91,1
MAGLEIMAG3,59,60.06450059,26.38708857,0.290646662,0.3729989,0.443709348,1,,,,0.222222222,0.973118631,1.837120267,5.934978582,0.9,91,1
MAGLEIMAG3,79,61.98146399,24.80698764,0.291131859,0.371888633,0.442504715,1,,,,0.255634251,0.959752114,1.879112998,6.010435315,0.9,91,1
MAGLEIMAG3,99,61.42529762,24.06934524,0.283711596,0.357776294,0.424325901,1,,,,0.168359602,0.986903065,1.317383929,7.494047619,0.9,91,1
MAGLEIMAG3,179,61.42529762,24.06934524,0.283711596,0.357776294,0.424325901,1,,,,0.168359602,0.986903065,1.317383929,7.494047619,0.9,91,1
MAGLEIFAG3,4,39.2,40.4,0.261224287,0.433393644,0.549113303,5,,,,1,0.82724,6.37,6.8,0.9,91,1
MAGLEIFAG3,13,36.4,39.8,0.253189828,0.415916277,0.519023515,5,,,,0.8,0.90538,5.07,6.8,0.9,91,1
MAGLEIFAG3,26,35.79419761,37.86350172,0.248849277,0.403252746,0.502913527,5,,,,0.8,0.925224979,4.706217488,7.707892067,0.9,91,1
MAGLEIFAG3,39,34.05978495,36.53806452,0.240646915,0.387628389,0.484533353,1,,,,0.384360203,0.968368301,4.05288172,7.839569892,0.9,91,1
MAGLEIFAG3,53,34.8059647,33.8335565,0.237623562,0.366005436,0.454074726,1,,,,0.173749163,1.014655675,2.907557314,7.538973423,0.9,91,1
MAGLEIFAG3,79,34.37864881,30.27199026,0.231261822,0.341771238,0.421921611,1,,,,0,1.068821061,1.927124772,8.204844796,0.9,91,1
MAGLEIFAG3,106,34.66666667,30.66666667,0.233110567,0.339526408,0.422525908,1,,,,0,1.132266667,0.973333333,1,0.9,91,1
MAGLEIFAG3,133,41.84375,36.125,0.246002696,0.344492127,0.410068263,1,,,,0,1.0759,0.4640625,8.4375,0.9,91,1
MAGLEIFAG3,241,41.84375,36.125,0.246002696,0.344492127,0.410068263,1,,,,0,1.0759,0.4640625,8.4375,0.9,91,1
MAGLEIAGS3,4,38,53.9,0.24140172,0.434454262,0.539880243,5,,,,1,0.97695,3.275,3.35,0.9,91,1
MAGLEIAGS3,14,46.8,45.55,0.264830138,0.388851431,0.476975744,5,,,,0.8,1.00306,1.625,3.1,0.9,91,1
MAGLEIAGS3,28,46.8,45.55,0.264830138,0.388851431,0.476975744,5,,,,0.8,1.00306,1.625,3.1,0.9,91,1
MAGLEIAGS3,42,46.8,45.55,0.264830138,0.388851431,0.476975744,5,,,,0.8,1.00306,1.625,3.1,0.9,91,1
MAGLEIAGS3,56,47.31336898,45.67834225,0.265567935,0.38712445,0.473866807,5,,,,0.8,1.005601176,1.39526738,2.586631016,0.9,91,1
MAGLEIAGS3,84,47.73048128,45.78262032,0.266167395,0.385721277,0.471340795,1,,,,0,1.007665882,1.208609626,2.169518717,0.9,91,1
MAGLEIAGS3,112,48.28663102,45.92165775,0.266966675,0.38385038,0.46797278,1,,,,0,1.010418824,0.95973262,1.613368984,0.9,91,1
MAGLEIAGS3,140,43.55,51.3,0.245134556,0.385208482,0.472434793,1,,,,0,1.04016,0.63,1.1,0.9,91,1
MAGLEIAGS3,252,43.55,51.3,0.245134556,0.385208482,0.472434793,1,,,,0,1.04016,0.63,1.1,0.9,91,1
MAGLEIAGA3,3,22.5,11.5,0.112332156,0.170991343,0.248355751,5,,,,1,1.22775,0.64,22,0.9,91,1
MAGLEIAGA3,10,22.5,11.5,0.112332156,0.170991343,0.248355751,5,,,,1,1.22775,0.64,22,0.9,91,1
MAGLEIAGA3,20,24,15.5,0.143581018,0.207001848,0.284366256,5,,,,1,1.2263,0.49,13.5,0.9,91,1
MAGLEIAGA3,30,46.5,19,0.122294754,0.172056396,0.207056396,5,,,,0.2,1.1221,2.19,13,0.9,91,1
MAGLEIAGA3,40,46.5,19,0.122294754,0.172056396,0.207056396,5,,,,0.2,1.1221,2.19,13,0.9,91,1
MAGLEIAGA3,60,50.53,22.55,0.169225806,0.228390987,0.270294499,5,,,,0.2,1.105121,1.7065,9.48,0.9,91,1
MAGLEIAGA3,80,51.25,25.25,0.175845885,0.239218782,0.282361015,5,,,,0.04,1.102475,1.6525,7.5,0.9,91,1
MAGLEIAGA3,100,81,13,0.321296187,0.376681437,0.434292162,1,,,,0,0.9442,0.8,1,0.9,91,1
MAGLEIAGA3,180,81,13,0.321296187,0.376681437,0.434292162,1,,,,0,0.9442,0.8,1,0.9,91,1
MAESPOFAA3,8,6.5,8.5,0.04,0.080592759,0.125691017,50,,,,1,1.2983,1.05,65.5,0.8,88,1
MAESPOFAA3,24,18.5,12,0.098266353,0.148952382,0.192587563,50,,,,1,1.2497,0.89,55.5,0.8,88,1
MAESPOFAA3,48,18.5,12,0.098266353,0.148952382,0.192587563,50,,,,0.982179789,1.2497,0.89,55.5,0.8,88,1
MAESPOFAA3,73,18.5,12,0.098266353,0.148952382,0.192587563,50,,,,0.869850187,1.2497,0.89,55.5,0.8,88,1
MAESPOFAA3,97,18.5,12,0.098266353,0.148952382,0.192587563,50,,,,0.869850187,1.2497,0.89,55.5,0.8,88,1
MAESPOFAA3,146,18.5,12,0.098266353,0.148952382,0.192587563,50,,,,0.8,1.2497,0.89,55.5,0.8,88,1
MAESPOFAA3,195,21.5,13,0.113091884,0.165818289,0.210688605,50,,,,0.8,1.21555,1.13,52.5,0.8,88,1
MAESPOFAA3,244,12,4,0.04,0.08,0.116389683,50,,,,0.8,1.2344,1.17,67,0.8,88,1
MAESPOFAA3,440,12,4,0.04,0.08,0.116389683,50,,,,0.8,1.2344,1.17,67,0.8,88,1
MAESPOARN3,7,3.75,8.5,0.05857886,0.144100176,0.264665364,50,,,,1,1.1385,5.4775,27.75,0.8,88,1
MAESPOARN3,21,2.5,2,0.04,0.08,0.150208191,50,,,,1,1.374,0.6125,32.75,0.8,88,1
MAESPOARN3,42,2.807089552,2.25,0.04,0.08,0.157030104,50,,,,0.966653726,1.343330075,1.018503731,27.94291045,0.8,88,1
MAESPOARN3,64,2.889925373,2.25,0.04,0.08,0.156480283,5,,,,0.8,1.342104104,1.012705224,27.86007463,0.8,88,1
MAESPOARN3,85,2.7341117,2.25,0.04,0.079746338,0.152011537,5,,,,0.8,1.344228695,0.896596052,28.62072701,0.8,88,1
MAESPOARN3,128,2.938021237,2.25,0.04,0.079949268,0.153727669,5,,,,0.8,1.344423658,0.852587462,27.67370737,0.8,88,1
MAESPOARN3,171,3.492874338,2.25,0.04,0.08021984,0.153391587,5,,,,0.04,1.342212718,0.700579442,25.98293211,0.8,88,1
MAESPOARN3,214,4.903225806,2.5,0.04,0.080980826,0.161655928,50,,,,0.8,1.327133871,0.827903226,23.25806452,0.8,88,1
MAESPOARN3,386,4.903225806,2.5,0.04,0.080980826,0.161655928,50,,,,0.8,1.327133871,0.827903226,23.25806452,0.8,88,1
