SOILID,SLB,SLCL,SLSI,SLLL,SDUL,SSAT,SSKS,BEXP,Bperm,AEP,SRGF,SBDM,SLOC,SLCF,SLDR,SLRO,PTF
MAPLANFAR2,41,9.750920175,18.92723718,0.087776063,0.156009683,0.232190892,5,,,,0.89729196,1.275952525,0.313826777,37.50613066,0.6,84,1
MAPLANFAR2,61,9.928456407,18.21980964,0.086934348,0.153142715,0.229183481,5,,,,1,1.279428702,0.287468081,37.46084081,0.6,84,1
MAPLANFAR2,82,11.51666667,18.5375,0.092849828,0.15907528,0.234439852,5,,,,0.442070117,1.280234583,0.179583333,36.19166667,0.6,84,1
MAPLANFAR2,103,16.76666667,16.275,0.110935979,0.166681338,0.219212087,5,,,,0.261892714,1.264515833,0.145833333,42.75,0.6,84,1
MAPLANFAR2,187,16.76666667,16.275,0.110935979,0.166681338,0.219212087,5,,,,0.261892714,1.264515833,0.145833333,42.75,0.6,84,1
MAPLANMAG2,4,20.15,28.175,0.15480571,0.250906111,0.321383093,5,,,,1,1.18023,1.3475,32.4,0.6,84,1
MAPLANMAG2,12,41.15,23.175,0.21561202,0.296182323,0.360170254,5,,,,0.8,1.099805,0.725,19.9,0.6,84,1
MAPLANMAG2,24,41.15,23.175,0.21561202,0.296182323,0.360170254,5,,,,0.8,1.099805,0.725,19.9,0.6,84,1
MAPLANMAG2,36,51.95227273,19.33409091,0.246281075,0.310701078,0.366097789,5,,,,0.697123668,1.068976818,0.438636364,17.12272727,0.6,84,1
MAPLANMAG2,49,59.725,17.425,0.269093222,0.327284117,0.379157419,5,,,,0.410086146,1.033645,0.425,13.85,0.6,84,1
MAPLANMAG2,73,59,13,0.244601339,0.294601339,0.344601339,5,,,,0.5,1.03705,0.245,21,0.6,84,1
MAPLANMAG2,98,59,13,0.244601339,0.294601339,0.344601339,5,,,,0.5,1.03705,0.245,21,0.6,84,1
MAPLANMAG2,122,59.48214286,12.4702381,0.243825109,0.293136297,0.343136297,5,,,,0.362490168,1.034884524,0.219404762,21.14880952,0.6,84,1
MAPLANMAG2,218,59.48214286,12.4702381,0.243825109,0.293136297,0.343136297,5,,,,0.362490168,1.034884524,0.219404762,21.14880952,0.6,84,1
MAPLANFRN2,4,11,45,0.126814007,0.295362667,0.416424756,5,,,,1,1.21595,1.4,11,0.6,84,1
MAPLANFRN2,12,11,45,0.126814007,0.295362667,0.416424756,5,,,,1,1.21595,1.4,11,0.6,84,1
MAPLANFRN2,24,20,33,0.150664015,0.265135232,0.364855138,5,,,,1,1.14975,1.155,16.5,0.6,84,1
MAPLANFRN2,36,27,28.5,0.185275211,0.274346113,0.34305622,5,,,,0.477185389,1.15965,0.105,15,0.6,84,1
MAPLANFRN2,49,24.66666667,33.16666667,0.181503827,0.287112791,0.36164391,5,,,,0.396221683,1.1642,0.102666667,12.66666667,0.6,84,1
MAPLANFRN2,73,25,29,0.170788383,0.271520194,0.353300318,5,,,,1,1.223,0.1,2,0.6,84,1
MAPLANFRN2,98,25,29,0.170788383,0.271520194,0.353300318,5,,,,1,1.223,0.1,2,0.6,84,1
MAPLANFRN2,122,25,29,0.170788383,0.271520194,0.353300318,5,,,,1,1.223,0.1,2,0.6,84,1
MAPLANFRN2,218,25,29,0.170788383,0.271520194,0.353300318,5,,,,1,1.223,0.1,2,0.6,84,1
MAORGAFRN2,2,28,43.5,0.265286302,0.579664043,0.694594628,5,,,,0.8,0.25685,19.25,18,0.9,87,1
MAORGAFRN2,7,28,43.5,0.265286302,0.579664043,0.694594628,5,,,,0.8,0.25685,19.25,18,0.9,87,1
MAORGAFRN2,14,28,43.5,0.265286302,0.579664043,0.694594628,5,,,,0.8,0.25685,19.25,18,0.9,87,1
MAORGAFRN2,21,28,43.5,0.265286302,0.579664043,0.694594628,5,,,,0.8,0.25685,19.25,18,0.9,87,1
MAORGAFRN2,29,21.52692308,38.20384615,0.231676694,0.540980049,0.694594628,5,,,,0.8,0.124916923,22.81019231,27.21923077,0.9,87,1
MAORGAFRN2,43,15.75,26.25,0.17885623,0.431211054,0.615772637,5,,,,0.8,0.090025,24.5575,39,0.9,87,1
MAORGAFRN2,58,20,22.5,0.178097706,0.381364323,0.536950647,5,,,,0.8,0.2595,20.79,36.5,0.9,87,1
MAORGAFRN2,72,20,22.5,0.178097706,0.381364323,0.536950647,5,,,,0.8,0.2595,20.79,36.5,0.9,87,1
MAORGAFRN2,128,20,22.5,0.178097706,0.381364323,0.536950647,5,,,,0.8,0.2595,20.79,36.5,0.9,87,1
MANEOSMAG2,3,52.27777778,31.02222222,0.283694133,0.390661051,0.474755734,50,,,,1,0.941377778,3.163333333,4.244444444,0.9,76,1
MANEOSMAG2,10,54.42561031,31.89878905,0.290947184,0.395624046,0.478749383,50,,,,0.8,0.933962285,3.038719936,3.81652818,0.9,76,1
MANEOSMAG2,21,56.16501727,30.79963324,0.293581381,0.388942176,0.464625591,50,,,,0.8,0.971313392,2.16182746,3.505892091,0.9,76,1
MANEOSMAG2,32,57.58735738,29.82778728,0.295922779,0.38483943,0.457023224,50,,,,0.4,0.985719928,1.780709605,3.567907003,0.9,76,1
MANEOSMAG2,43,57.22392154,31.29375914,0.291508436,0.377776306,0.448517169,50,,,,0.4,1.007067219,1.25190886,4.382249376,0.9,76,1
MANEOSMAG2,65,60.1041979,29.79396319,0.296487,0.374846292,0.44124603,1,,,,0.30854468,1.016260514,0.810910404,4.721429717,0.9,76,1
MANEOSMAG2,86,64.96138996,26.46061776,0.309064935,0.374079487,0.435532943,50,,,,0.275083504,1.006795367,0.566517375,3.320849421,0.9,76,1
MANEOSMAG2,108,59.4,26.7,0.294379091,0.363462,0.423334111,50,,,,0.4,1.07368,0.4,4.966666667,0.9,76,1
MANEOSMAG2,196,59.4,26.7,0.294379091,0.363462,0.423334111,50,,,,0.4,1.07368,0.4,4.966666667,0.9,76,1
MANEOSFAG2,3,33.2,36.5,0.22645493,0.351930142,0.435211846,50,,,,1,1.06509,2.114,8.8,0.9,76,1
MANEOSFAG2,10,33.24879278,36.54605494,0.22665064,0.352077961,0.435281744,50,,,,1,1.065926134,2.094615183,8.701970258,0.9,76,1
MANEOSFAG2,20,33.12777356,36.37359926,0.224577768,0.346204143,0.427032625,50,,,,0.8,1.089958372,1.716605997,8.790364309,0.9,76,1
MANEOSFAG2,30,32.66303835,34.90399996,0.220546117,0.333271461,0.409304581,1,,,,0.1,1.116168375,1.207342083,9.851376923,0.9,76,1
MANEOSFAG2,40,32.29170567,33.66872691,0.216968041,0.32351886,0.396588049,1,,,,0,1.136139784,0.875283116,10.49183549,0.9,76,1
MANEOSFAG2,60,31.49172687,32.64248399,0.212418346,0.315624826,0.386816204,1,,,,0,1.14976628,0.683156535,11.41853343,0.9,76,1
MANEOSFAG2,80,31.09279796,30.49753834,0.207396576,0.305494757,0.372048466,1,,,,0,1.175793385,0.381210465,12.9683562,0.9,76,1
MANEOSFAG2,100,30.59644875,30.23325262,0.205475022,0.302530895,0.368305804,1,,,,0,1.180846893,0.297675545,13.36803874,0.9,76,1
MANEOSFAG2,180,30.59644875,30.23325262,0.205475022,0.302530895,0.368305804,1,,,,0,1.180846893,0.297675545,13.36803874,0.9,76,1
MANEOSFAR2,3,14.63888889,19.1,0.116915212,0.193972633,0.269688716,50,,,,1,1.219633333,1.42,28.47222222,0.9,76,1
MANEOSFAR2,10,14.62222222,18.66666667,0.114857818,0.191333514,0.266531449,50,,,,0.888888889,1.229613333,1.280666667,28.47777778,0.9,76,1
MANEOSFAR2,21,14.89505587,18.87419021,0.116431393,0.193254738,0.267453453,50,,,,0.833333333,1.231008097,1.218147036,28.47920022,0.9,76,1
MANEOSFAR2,32,12.94755024,17.11503613,0.102591453,0.171650709,0.241756203,50,,,,0.8,1.266638808,0.653199491,32.03801659,0.9,76,1
MANEOSFAR2,42,13.03767784,16.99955922,0.103775176,0.17290226,0.243121299,1,,,,0.3125,1.272384749,0.61183886,30.99900644,0.9,76,1
MANEOSFAR2,64,12.90628657,14.77947949,0.098243021,0.162601693,0.229769869,1,,,,0.153846154,1.283768678,0.549805182,32.70522903,0.9,76,1
MANEOSFAR2,85,11.21698702,13.81748837,0.089848534,0.151966007,0.215510065,1,,,,0.140120997,1.31075315,0.467957108,37.88408961,0.9,76,1
MANEOSFAR2,107,10.83913043,13.55169082,0.088903007,0.150974045,0.213346298,1,,,,0.078234707,1.181226763,0.342222222,38.46425121,0.9,76,1
MANEOSFAR2,195,10.83913043,13.55169082,0.088903007,0.150974045,0.213346298,1,,,,0.078234707,1.181226763,0.342222222,38.46425121,0.9,76,1
MANEOSFAA2,2,22.14285714,16.57142857,0.152731879,0.221579563,0.281996412,50,,,,1,1.163857143,1.675714286,36,0.9,76,1
MANEOSFAA2,6,22.14285714,16.57142857,0.152731879,0.221579563,0.281996412,50,,,,1,1.163857143,1.675714286,36,0.9,76,1
MANEOSFAA2,12,22.14285714,16.57142857,0.152731879,0.221579563,0.281996412,50,,,,1,1.163857143,1.675714286,36,0.9,76,1
MANEOSFAA2,19,23.05808477,17.67660911,0.158671563,0.229140149,0.289087569,50,,,,0.8,1.163006436,1.51010989,34.17896389,0.9,76,1
MANEOSFAA2,25,25.11974477,17.80191421,0.164842228,0.231677565,0.287660305,50,,,,0.8,1.181631712,1.082306629,34.35657568,0.9,76,1
MANEOSFAA2,38,25.24358974,18.58974359,0.164539007,0.229838637,0.284317257,50,,,,0.8,1.184292308,0.943974359,35.94871795,0.9,76,1
MANEOSFAA2,51,28.59450549,18.41263736,0.177808381,0.243478977,0.299189298,1,,,,0.25,1.177197656,0.930968864,31.16941392,0.9,76,1
MANEOSFAA2,64,29.91131868,19.02296703,0.184152995,0.251092945,0.307071211,1,,,,0.213292745,1.179197593,0.732035165,28.59010989,0.9,76,1
MANEOSFAA2,116,29.91131868,19.02296703,0.184152995,0.251092945,0.307071211,1,,,,0.213292745,1.179197593,0.732035165,28.59010989,0.9,76,1
MANEOSAGS2,2,49.11111111,42.98888889,0.278947209,0.419505422,0.519793795,50,,,,1,0.896166667,3.732222222,3.477777778,0.9,76,1
MANEOSAGS2,7,49.06616729,43.13870162,0.278515057,0.418740119,0.518698817,50,,,,0.888888889,0.899348689,3.660461923,3.432833958,0.9,76,1
MANEOSAGS2,15,48.86570358,42.5264907,0.277258761,0.41162836,0.507836697,50,,,,0.888888889,0.916762419,3.323562808,4.208560728,0.9,76,1
MANEOSAGS2,23,47.60777386,42.99561824,0.271492105,0.400742098,0.492916511,50,,,,0.4,0.958557999,2.743117621,4.399489337,0.9,76,1
MANEOSAGS2,31,47.14133219,42.77027836,0.269084261,0.394101993,0.482793832,50,,,,0.4,1.001702228,2.351650419,4.807242069,0.9,76,1
MANEOSAGS2,46,47.8887176,44.16174895,0.270144356,0.395304903,0.484697607,1,,,,0.285714286,1.002576152,2.094211996,2.616242452,0.9,76,1
MANEOSAGS2,62,46.64332634,45.71015763,0.263424025,0.385159046,0.469802347,1,,,,0.308576295,1.04282081,1.234785776,2.183253077,0.9,76,1
MANEOSAGS2,78,44.88708729,47.22150389,0.256883572,0.380180943,0.463030247,1,,,,0.161945574,1.070608066,0.762290406,1.62247191,0.9,76,1
MANEOSAGS2,142,44.88708729,47.22150389,0.256883572,0.380180943,0.463030247,1,,,,0.161945574,1.070608066,0.762290406,1.62247191,0.9,76,1
MANEOSFRN2,2,19.18,44.22,0.193719741,0.364803084,0.466189952,50,,,,1,1.090716,2.662,10.22,0.9,76,1
MANEOSFRN2,7,19.18,44.22,0.193719741,0.364803084,0.466189952,50,,,,1,1.090716,2.662,10.22,0.9,76,1
MANEOSFRN2,15,18.58,44.22,0.189454279,0.358966464,0.460804299,50,,,,0.8,1.106096,2.466,9.82,0.9,76,1
MANEOSFRN2,22,19.20121212,41.40363636,0.178077291,0.327657228,0.424474387,50,,,,0.8,1.145106202,1.653759596,11,0.9,76,1
MANEOSFRN2,30,18.72762046,36.75085248,0.160767684,0.289740116,0.385152646,50,,,,0.8,1.172281254,1.225444033,13.1241364,0.9,76,1
MANEOSFRN2,45,18.34579689,36.21487027,0.157433392,0.284562966,0.380364014,1,,,,0,1.176869374,1.155275908,12.93197924,0.9,76,1
MANEOSFRN2,61,19.20422535,33.50938967,0.15669909,0.272664329,0.364227335,1,,,,0,1.208846714,0.797934272,11.02816901,0.9,76,1
MANEOSFRN2,76,17.27183099,31.39295775,0.142887207,0.251713504,0.34503,1,,,,0,1.227554131,0.610215962,11.21220657,0.9,76,1
MANEOSFRN2,136,17.27183099,31.39295775,0.142887207,0.251713504,0.34503,1,,,,0,1.227554131,0.610215962,11.21220657,0.9,76,1
MANEOSARN2,4,5.790909091,5.327272727,0.048089396,0.092818684,0.12929813,50,,,,1,1.329194545,0.753636364,60.26363636,0.9,76,1
MANEOSARN2,14,5.771652004,5.161485826,0.048089396,0.092818684,0.129270897,50,,,,1,1.332629892,0.685519062,59.7799609,0.9,76,1
MANEOSARN2,29,3.877160867,4.551664138,0.041159247,0.083907146,0.120769128,50,,,,0.8,1.342057334,0.504049595,62.63761554,0.9,76,1
MANEOSARN2,43,3.981327736,4.483360828,0.041900907,0.084592515,0.121785875,1,,,,0.272727273,1.348678063,0.234305393,61.99856542,0.9,76,1
MANEOSARN2,58,4.102283196,4.603273078,0.04151703,0.084019676,0.122467318,1,,,,0.165264267,1.348687744,0.211691551,61.14476963,0.9,76,1
MANEOSARN2,87,4.682326764,4.733566434,0.042417231,0.08484999,0.123228592,1,,,,0.072875508,1.347552422,0.160099174,60.39040051,0.9,76,1
MANEOSARN2,116,4.695144124,4.398780488,0.042879965,0.085133263,0.123368197,1,,,,0,1.35149384,0.134978714,60.15802661,0.9,76,1
MANEOSARN2,145,3.083478261,2.955652174,0.04,0.08,0.107270066,1,,,,0,1.358713652,0.067113043,72.02521739,0.9,76,1
MANEOSARN2,261,3.083478261,2.955652174,0.04,0.08,0.107270066,1,,,,0,1.358713652,0.067113043,72.02521739,0.9,76,1
MANEOSAFR2,4,7.5125,3.85,0.044297885,0.088539911,0.152059339,50,,,,1,1.287215,0.885,38.35,0.9,76,1
MANEOSAFR2,13,7.518130631,3.844369369,0.044292042,0.088534068,0.152043926,50,,,,1,1.287508919,0.881227477,38.33873874,0.9,76,1
MANEOSAFR2,26,7.718506006,4.616216216,0.047911871,0.092349293,0.15844326,50,,,,0.8,1.299390736,0.779587087,37.62271021,0.9,76,1
MANEOSAFR2,40,8.513509776,4.493954713,0.049255695,0.094438851,0.152379759,1,,,,0.387004218,1.316423962,0.662901903,41.3663034,0.9,76,1
MANEOSAFR2,53,9.070158391,4.366524927,0.049420598,0.094682025,0.149782614,1,,,,0.115095579,1.323136771,0.524165328,41.13414647,0.9,76,1
MANEOSAFR2,80,9.250946239,4.281822326,0.048845758,0.094224593,0.148670025,1,,,,0.134899446,1.338505862,0.405239362,40.76027377,0.9,76,1
MANEOSAFR2,107,9.574653784,4.640289855,0.052145431,0.098603373,0.158255961,1,,,,0.157382687,1.341716388,0.388366345,35.10425926,0.9,76,1
MANEOSAFR2,134,10.4926087,4.661304348,0.052604398,0.097565262,0.161289911,1,,,,0.236074031,1.32007508,0.411481884,31.0075,0.9,76,1
MANEOSAFR2,242,10.4926087,4.661304348,0.052604398,0.097565262,0.161289911,1,,,,0.236074031,1.32007508,0.411481884,31.0075,0.9,76,1
MANEOSFSL2,3,21.28,58.6,0.209265892,0.425102587,0.527440265,50,,,,1,1.117056,2.2,6.94,0.9,76,1
MANEOSFSL2,9,21.28,58.6,0.209265892,0.425102587,0.527440265,50,,,,1,1.117056,2.2,6.94,0.9,76,1
MANEOSFSL2,19,20.75,56.53,0.200094318,0.401569625,0.499523264,50,,,,1,1.14992,1.572,8.44,0.9,76,1
MANEOSFSL2,29,20.54,55.87,0.18765577,0.379154428,0.475384045,50,,,,1,1.186888,0.812,8.1,0.9,76,1
MANEOSFSL2,39,21.77954545,55.79935065,0.19222522,0.379854382,0.474118927,50,,,,0.8,1.195148766,0.633928571,6.984090909,0.9,76,1
MANEOSFSL2,58,27.00606061,51.75151515,0.19849854,0.365350299,0.456803969,50,,,,0.8,1.187701212,0.49,5.278787879,0.9,76,1
MANEOSFSL2,78,17,67,0.219133012,0.430200756,0.512512625,1,,,,0,1.2574,0.23,9,0.9,76,1
MANEOSFSL2,98,17,67,0.219133012,0.430200756,0.512512625,1,,,,0,1.2574,0.23,9,0.9,76,1
MANEOSFSL2,178,17,67,0.219133012,0.430200756,0.512512625,1,,,,0,1.2574,0.23,9,0.9,76,1
MAARGIFAR2,4,9.510810811,5.837837838,0.055840204,0.101268706,0.156676469,50,,,,1,1.28096973,0.716216216,42.19459459,0.6,76,1
MAARGIFAR2,13,10.41763786,5.788519594,0.056941242,0.102698632,0.157976728,50,,,,1,1.280719625,0.672207813,41.62911385,0.6,76,1
MAARGIFAR2,27,12.18293954,6.126363339,0.064739926,0.111900529,0.168173304,50,,,,0.99800038,1.276389205,0.577049676,39.86443328,0.6,76,1
MAARGIFAR2,41,15.08566795,6.115826679,0.072190844,0.12003132,0.173756022,35,,,,0.8,1.275553728,0.466263066,45.91942683,0.6,76,1
MAARGIFAR2,54,16.59432968,6.137229055,0.07613891,0.124670881,0.178921618,35,,,,0.8,1.274582363,0.42604508,47.18445142,0.6,76,1
MAARGIFAR2,82,19.19941573,6.172132084,0.086835438,0.137546542,0.192154872,35,,,,0.8,1.263367006,0.348837724,42.15794318,0.6,76,1
MAARGIFAR2,109,20.46285997,7.310233055,0.098136547,0.152635901,0.208444296,35,,,,0.486003339,1.254269993,0.268861101,35.78678603,0.6,76,1
MAARGIFAR2,136,20.43196267,5.058981405,0.082405177,0.131510126,0.184435441,35,,,,0.132744005,1.268744562,0.253708647,40.33572767,0.6,76,1
MAARGIFAR2,244,20.43196267,5.058981405,0.082405177,0.131510126,0.184435441,35,,,,0.132744005,1.268744562,0.253708647,40.33572767,0.6,76,1
MAARGIFAR2,460,20.43196267,5.058981405,0.082405177,0.131510126,0.184435441,35,,,,0.132744005,1.268744562,0.253708647,40.33572767,0.6,76,1
MAARGIFAA2,4,14.55402299,9.581609195,0.090323805,0.145027089,0.203640137,50,,,,1,1.210892414,1.105862069,39.62988506,0.6,76,1
MAARGIFAA2,13,16.61114394,9.661486515,0.098636925,0.153903586,0.210949967,50,,,,0.988505747,1.207738508,1.006848442,38.48600689,0.6,76,1
MAARGIFAA2,26,20.34715398,9.460462525,0.114315845,0.169765738,0.225340419,50,,,,0.976299733,1.217919154,0.902458759,36.18422753,0.6,76,1
MAARGIFAA2,39,23.96192907,9.265603112,0.128204883,0.183818358,0.238034823,35,,,,0.8,1.209258765,0.764271821,33.73838404,0.6,76,1
MAARGIFAA2,52,26.69465837,9.244072924,0.139167932,0.194944589,0.248367143,35,,,,0.8,1.201404193,0.672599824,31.90016497,0.6,76,1
MAARGIFAA2,78,29.94066565,9.251960461,0.152034681,0.208395648,0.26114089,35,,,,0.8,1.193669209,0.541303386,29.42404736,0.6,76,1
MAARGIFAA2,104,31.08245771,8.550872367,0.154014276,0.210201866,0.262615279,35,,,,0.579064652,1.200570587,0.45598749,27.80999157,0.6,76,1
MAARGIFAA2,130,29.51922328,7.626383548,0.146160801,0.202175679,0.25519786,35,,,,0.335083457,1.211776217,0.409784245,26.52655169,0.6,76,1
MAARGIFAA2,234,29.51922328,7.626383548,0.146160801,0.202175679,0.25519786,35,,,,0.335083457,1.211776217,0.409784245,26.52655169,0.6,76,1
MAARGIFAA2,442,29.51922328,7.626383548,0.146160801,0.202175679,0.25519786,35,,,,0.335083457,1.211776217,0.409784245,26.52655169,0.6,76,1
MAARGIARN2,3,3.5,4.666666667,0.04,0.080197586,0.106824149,50,,,,1,1.310533333,0.585,70.5,0.6,76,1
MAARGIARN2,10,3.520660661,4.687327327,0.04,0.080197586,0.106966864,50,,,,1,1.310188817,0.590423423,70.43285285,0.6,76,1
MAARGIARN2,21,3.646522523,4.712424483,0.04,0.080175794,0.107601557,50,,,,1,1.310668953,0.572613339,70.07656651,0.6,76,1
MAARGIARN2,31,3.783423423,4.732737149,0.04,0.080143831,0.108394877,50,,,,0.884164937,1.311514258,0.539220217,69.56789348,0.6,76,1
MAARGIARN2,42,3.897657658,4.786383148,0.04,0.080111869,0.110427774,50,,,,0.95150492,1.315816362,0.452120429,68.62722046,0.6,76,1
MAARGIARN2,63,3.962342342,4.732342342,0.04,0.08,0.109132743,35,,,,0.8,1.316582108,0.396231532,68.52405405,0.6,76,1
MAARGIARN2,84,4.307477477,4.915810811,0.04,0.08,0.11269786,35,,,,0.57208786,1.320412396,0.353254505,67.34653153,0.6,76,1
MAARGIARN2,105,2.543918919,5.666418919,0.04,0.08,0.111061755,50,,,,0.8,1.319627027,0.476441216,70.00601351,0.6,76,1
MAARGIARN2,189,2.543918919,5.666418919,0.04,0.08,0.111061755,50,,,,0.8,1.319627027,0.476441216,70.00601351,0.6,76,1
MAARGIARN2,357,2.543918919,5.666418919,0.04,0.08,0.111061755,50,,,,0.8,1.319627027,0.476441216,70.00601351,0.6,76,1
MAARGIAFR2,5,5.93125,5.3875,0.048241312,0.093290879,0.164133774,50,,,,1,1.30411125,0.576875,34.58125,0.6,76,1
MAARGIAFR2,17,6.809242272,5.363522524,0.048797971,0.094351159,0.161710513,50,,,,1,1.305993139,0.551014091,34.77248559,0.6,76,1
MAARGIAFR2,34,7.797430568,5.25743026,0.052027795,0.097461034,0.162750385,50,,,,0.897047823,1.302959958,0.514214574,34.2358204,0.6,76,1
MAARGIAFR2,52,9.740406791,5.101761005,0.05730961,0.103985147,0.16513198,35,,,,0.8,1.298244364,0.456454706,34.29840085,0.6,76,1
MAARGIAFR2,69,10.88360952,5.025125667,0.061472217,0.108417434,0.167984318,35,,,,0.8,1.293579199,0.435615765,33.8710665,0.6,76,1
MAARGIAFR2,104,11.90761905,4.623809524,0.061850228,0.109006175,0.164910162,35,,,,0.519685033,1.292017174,0.388952381,34.5415444,0.6,76,1
MAARGIAFR2,139,10.62515152,4.976363636,0.056040484,0.102952324,0.159833036,35,,,,0.095086051,1.284043916,0.451,37.53945946,0.6,76,1
MAARGIAFR2,173,10.04191919,4.127272727,0.045099138,0.089952205,0.149803987,50,,,,0.8,1.274426347,0.656666667,35.49009009,0.6,76,1
MAARGIAFR2,309,10.04191919,4.127272727,0.045099138,0.089952205,0.149803987,50,,,,0.8,1.274426347,0.656666667,35.49009009,0.6,76,1
MAARGIAFR2,581,10.04191919,4.127272727,0.045099138,0.089952205,0.149803987,50,,,,0.8,1.274426347,0.656666667,35.49009009,0.6,76,1
MAARGIAGA2,4,19.94444444,9.916666667,0.110549841,0.163469052,0.209987874,50,,,,1,1.212266667,1.234722222,50.5,0.6,76,1
MAARGIAGA2,12,25.69444444,9.722222222,0.127658451,0.181211517,0.230221769,50,,,,1,1.195555556,1.060833333,45.72222222,0.6,76,1
MAARGIAGA2,25,33.46780565,9.333414605,0.153403639,0.206630584,0.257315762,35,,,,0.8,1.172082582,0.846835919,39.46750386,0.6,76,1
MAARGIAGA2,38,36.7833403,9.254562523,0.164380103,0.217322401,0.267874148,35,,,,0.8,1.162763317,0.750893068,37.19664619,0.6,76,1
MAARGIAGA2,51,40.69603421,8.949484744,0.17606691,0.228433896,0.278783173,35,,,,0.8,1.151709165,0.619098489,34.57286485,0.6,76,1
MAARGIAGA2,77,44.90507662,8.750165393,0.189978462,0.241721717,0.291802353,35,,,,0.8,1.14000008,0.469423757,31.53118446,0.6,76,1
MAARGIAGA2,103,47.5534819,7.782198601,0.192818625,0.243757338,0.293662944,35,,,,0.641170678,1.138712984,0.342243259,30.59889365,0.6,76,1
MAARGIAGA2,129,47.15061871,6.881751715,0.183766691,0.234726599,0.284728329,35,,,,0.342479855,1.149211779,0.257756101,31.86294827,0.6,76,1
MAARGIAGA2,233,47.15061871,6.881751715,0.183766691,0.234726599,0.284728329,35,,,,0.342479855,1.149211779,0.257756101,31.86294827,0.6,76,1
MAARGIAGA2,441,47.15061871,6.881751715,0.183766691,0.234726599,0.284728329,35,,,,0.342479855,1.149211779,0.257756101,31.86294827,0.6,76,1
MAARGIFAG2,4,24.06086957,22.31304348,0.163241055,0.246642422,0.311625835,50,,,,1,1.168194783,1.485652174,32.66956522,0.6,76,1
MAARGIFAG2,12,25.77826087,23.91304348,0.17170981,0.255090246,0.319456145,50,,,,0.956521739,1.174264348,1.160434783,30.01304348,0.6,76,1
MAARGIFAG2,24,28.20447929,23.60566857,0.181546165,0.260483048,0.321763242,50,,,,0.956521739,1.172112664,0.952467983,28.61256749,0.6,76,1
MAARGIFAG2,36,30.97546802,24.01972387,0.193341929,0.270929287,0.330901963,35,,,,0.78347442,1.163558987,0.851703425,26.50046758,0.6,76,1
MAARGIFAG2,48,35.42515315,24.72029349,0.211769748,0.287598015,0.346070443,35,,,,0.8,1.148990127,0.701207051,22.85484535,0.6,76,1
MAARGIFAG2,73,39.16306686,25.1629411,0.22716052,0.300882648,0.357838694,35,,,,0.720452393,1.136088535,0.577261488,20.01528639,0.6,76,1
MAARGIFAG2,97,44.44432721,26.43159715,0.249859558,0.322906157,0.378957309,35,,,,0.343967983,1.113886868,0.444344031,15.47203901,0.6,76,1
MAARGIFAG2,121,43.13968927,29.09110169,0.246522121,0.329304874,0.390661659,35,,,,0.05867603,1.116397712,0.481313559,12.61214689,0.6,76,1
MAARGIFAG2,217,43.13968927,29.09110169,0.246522121,0.329304874,0.390661659,35,,,,0.05867603,1.116397712,0.481313559,12.61214689,0.6,76,1
MAARGIFAG2,409,43.13968927,29.09110169,0.246522121,0.329304874,0.390661659,35,,,,0.05867603,1.116397712,0.481313559,12.61214689,0.6,76,1
MAARGIMAG2,3,39.80569106,22.31869919,0.218797271,0.299471284,0.364792546,50,,,,1,1.073955447,1.896829268,22.35853659,0.6,76,1
MAARGIMAG2,11,42.49364435,22.14040421,0.227138,0.307082542,0.371853617,50,,,,1,1.068731428,1.778781257,20.39094895,0.6,76,1
MAARGIMAG2,22,46.62774121,21.26282509,0.23871448,0.315398452,0.378578098,50,,,,0.995738425,1.059232395,1.602308142,18.17054082,0.6,76,1
MAARGIMAG2,33,51.9751156,19.44650502,0.25269448,0.322330839,0.382027591,35,,,,0.8,1.04911681,1.320764487,16.15236309,0.6,76,1
MAARGIMAG2,45,55.00089939,18.70429815,0.260447969,0.326957745,0.385084391,35,,,,0.8,1.044979012,1.120030535,14.70663081,0.6,76,1
MAARGIMAG2,67,58.67932698,17.85614557,0.27000647,0.332888454,0.389020129,35,,,,0.8,1.039681372,0.87794424,12.91040457,0.6,76,1
MAARGIMAG2,90,62.2836981,17.17422365,0.279672245,0.339411914,0.393699253,35,,,,0.527823589,1.036301266,0.609702375,11.12012973,0.6,76,1
MAARGIMAG2,113,62.18954724,15.8204224,0.274857425,0.33341474,0.38620996,35,,,,0.354160651,1.042566358,0.45656354,11.96231659,0.6,76,1
MAARGIMAG2,205,62.18954724,15.8204224,0.274857425,0.33341474,0.38620996,35,,,,0.354160651,1.042566358,0.45656354,11.96231659,0.6,76,1
