SID,BIOMA,ORDEM,TEXTURA,LAT,LON,SLDR,SLRO,SLB,SLLL,SDUL,SSAT,SRGF,SSKS,SBDM,SLOC,SLCL,SLSI,SLCF,BEXP,Bperm
CEPLINAGS2,CERRADO,PLINTOSSOLO,Argilo-Siltosa,-8.60735,-47.0618,0.9,76,12,0.229327111,0.368353158,0.457520643,1,5,1.07654,0.91,36.2,47.45,3.2,,
CEPLINAGS2,CERRADO,PLINTOSSOLO,Argilo-Siltosa,-8.60735,-47.0618,0.9,76,25,0.237947433,0.36994584,0.456295427,0.937488713,5,1.071300417,0.788125,38.90833333,46.72083333,2.783333333,,
CEPLINAGS2,CERRADO,PLINTOSSOLO,Argilo-Siltosa,-8.60735,-47.0618,0.9,76,37,0.244154066,0.371092572,0.455413272,0.6,1.5,1.067527917,0.700375,40.85833333,46.19583333,2.483333333,,
CEPLINAGS2,CERRADO,PLINTOSSOLO,Argilo-Siltosa,-8.60735,-47.0618,0.9,76,50,0.253464014,0.37281267,0.45409004,0.6,1.5,1.061869167,0.56875,43.78333333,45.40833333,2.033333333,,
CEPLINAGS2,CERRADO,PLINTOSSOLO,Argilo-Siltosa,-8.60735,-47.0618,0.9,76,75,0.27070466,0.375998036,0.451639609,0.6,1.5,1.05139,0.325,49.2,43.95,1.2,,
CEPLINAGS2,CERRADO,PLINTOSSOLO,Argilo-Siltosa,-8.60735,-47.0618,0.9,76,100,0.27070466,0.375998036,0.451639609,0.5,1.5,1.05139,0.325,49.2,43.95,1.2,,
CEPLINAGS2,CERRADO,PLINTOSSOLO,Argilo-Siltosa,-8.60735,-47.0618,0.9,76,125,0.256395158,0.377782491,0.461074812,0.6,1.5,1.045729778,0.4,46.30444444,49.10888889,1.286666667,,
CEPLINAGS2,CERRADO,PLINTOSSOLO,Argilo-Siltosa,-8.60735,-47.0618,0.9,76,225,0.256395158,0.377782491,0.461074812,0.6,1.5,1.045729778,0.4,46.30444444,49.10888889,1.286666667,,
CEPLINFSL2,CERRADO,PLINTOSSOLO,Franco Siltosa,-9.185985714,-45.23201429,0.9,76,3,0.119994584,0.339783425,0.458722224,1,5,1.243714286,0.574285714,10.07142857,56.72857143,8.042857143,,
CEPLINFSL2,CERRADO,PLINTOSSOLO,Franco Siltosa,-9.185985714,-45.23201429,0.9,76,11,0.119994584,0.339783425,0.458722224,1,5,1.243714286,0.574285714,10.07142857,56.72857143,8.042857143,,
CEPLINFSL2,CERRADO,PLINTOSSOLO,Franco Siltosa,-9.185985714,-45.23201429,0.9,76,22,0.122835021,0.334066791,0.451230927,0.803561754,5,1.227940831,0.609584685,10.84769388,54.91172913,8.619399351,,
CEPLINFSL2,CERRADO,PLINTOSSOLO,Franco Siltosa,-9.185985714,-45.23201429,0.9,76,34,0.132411024,0.332114134,0.445516807,0.8,5,1.21999856,0.584017542,12.97597959,53.35572913,8.639042208,,
CEPLINFSL2,CERRADO,PLINTOSSOLO,Franco Siltosa,-9.185985714,-45.23201429,0.9,76,45,0.140696591,0.335046921,0.445530841,0.6,1.5,1.216894269,0.399829996,15.24900794,53.48430736,7.251294192,,
CEPLINFSL2,CERRADO,PLINTOSSOLO,Franco Siltosa,-9.185985714,-45.23201429,0.9,76,68,0.160961195,0.336548102,0.439389463,0.6,1.5,1.201188559,0.333792027,19.54087302,51.38593074,6.768497475,,
CEPLINFSL2,CERRADO,PLINTOSSOLO,Franco Siltosa,-9.185985714,-45.23201429,0.9,76,91,0.171701314,0.343553036,0.44230548,0.5,1.5,1.19682489,0.280912157,21.30992063,51.68419913,6.038573232,,
CEPLINFSL2,CERRADO,PLINTOSSOLO,Franco Siltosa,-9.185985714,-45.23201429,0.9,76,114,0.166164117,0.350426526,0.449623611,0.543735252,1.5,1.2195,0.17,18.75,54.5,6,,
CEPLINFSL2,CERRADO,PLINTOSSOLO,Franco Siltosa,-9.185985714,-45.23201429,0.9,76,206,0.166164117,0.350426526,0.449623611,0.543735252,1.5,1.2195,0.17,18.75,54.5,6,,
CEPLINFAS2,CERRADO,PLINTOSSOLO,Fraco Argilo-Siltosa,-9.8751,-44.92275,0.9,76,3,0.166508342,0.400876436,0.510885448,1,5,1.1653,0.87,19,63.5,1.5,,
CEPLINFAS2,CERRADO,PLINTOSSOLO,Fraco Argilo-Siltosa,-9.8751,-44.92275,0.9,76,11,0.216528649,0.386662036,0.477079167,1,5,1.11745,0.685,31,54,1.5,,
CEPLINFAS2,CERRADO,PLINTOSSOLO,Fraco Argilo-Siltosa,-9.8751,-44.92275,0.9,76,22,0.217810585,0.371273761,0.457240309,0.6,1.5,1.1149,0.24,32,51.5,1.5,,
CEPLINFAS2,CERRADO,PLINTOSSOLO,Fraco Argilo-Siltosa,-9.8751,-44.92275,0.9,76,33,0.217810585,0.371273761,0.457240309,0.6,1.5,1.1149,0.24,32,51.5,1.5,,
CEPLINFAS2,CERRADO,PLINTOSSOLO,Fraco Argilo-Siltosa,-9.8751,-44.92275,0.9,76,44,0.217810585,0.371273761,0.457240309,0.391365037,1.5,1.1149,0.24,32,51.5,1.5,,
CEPLINFAS2,CERRADO,PLINTOSSOLO,Fraco Argilo-Siltosa,-9.8751,-44.92275,0.9,76,66,0.23074761,0.363017453,0.442258366,0.6,1.5,1.1285,0.13,35,47,2,,
CEPLINFAS2,CERRADO,PLINTOSSOLO,Fraco Argilo-Siltosa,-9.8751,-44.92275,0.9,76,88,0.23074761,0.363017453,0.442258366,0.6,1.5,1.1285,0.13,35,47,2,,
CEPLINFAS2,CERRADO,PLINTOSSOLO,Fraco Argilo-Siltosa,-9.8751,-44.92275,0.9,76,110,0.23074761,0.363017453,0.442258366,0.6,1.5,1.1285,0.13,35,47,2,,
CEPLINFAS2,CERRADO,PLINTOSSOLO,Fraco Argilo-Siltosa,-9.8751,-44.92275,0.9,76,198,0.23074761,0.363017453,0.442258366,0.6,1.5,1.1285,0.13,35,47,2,,
CELATOAFR2,CERRADO,LATOSSOLO,Areia Franca,-14.23884667,-51.07958667,0.1,64,3,0.060526003,0.109619908,0.164898535,1,5,1.31832,0.694666667,8.933333333,4.466666667,38.2,,
CELATOAFR2,CERRADO,LATOSSOLO,Areia Franca,-14.23884667,-51.07958667,0.1,64,11,0.060543288,0.109637162,0.164877855,1,5,1.318301017,0.691868927,8.962550444,4.448103309,38.21194512,,
CELATOAFR2,CERRADO,LATOSSOLO,Areia Franca,-14.23884667,-51.07958667,0.1,64,23,0.061775376,0.11086925,0.165908274,1,5,1.31761619,0.653874244,9.341757623,4.446079597,38.04245238,,
CELATOAFR2,CERRADO,LATOSSOLO,Areia Franca,-14.23884667,-51.07958667,0.1,64,34,0.063467599,0.112612374,0.166724091,1,3.5,1.318438088,0.54431243,9.902516098,4.384045738,37.79983637,,
CELATOAFR2,CERRADO,LATOSSOLO,Areia Franca,-14.23884667,-51.07958667,0.1,64,46,0.065911607,0.115091232,0.168747103,1,3.5,1.318194125,0.467665176,10.70363889,4.239132777,37.29146651,,
CELATOAFR2,CERRADO,LATOSSOLO,Areia Franca,-14.23884667,-51.07958667,0.1,64,69,0.068857958,0.118089921,0.170557268,1,3.5,1.317357607,0.3512232,11.6387925,3.77752983,36.78171683,,
CELATOAFR2,CERRADO,LATOSSOLO,Areia Franca,-14.23884667,-51.07958667,0.1,64,92,0.073399899,0.122733684,0.174297095,1,3.5,1.313379561,0.227687321,13.04111622,3.670551229,36.05175776,,
CELATOAFR2,CERRADO,LATOSSOLO,Areia Franca,-14.23884667,-51.07958667,0.1,64,116,0.072414742,0.12141542,0.173942009,1,3.5,1.309336227,0.197511422,13.37531319,3.384745763,34.61068534,,
CELATOAFR2,CERRADO,LATOSSOLO,Areia Franca,-14.23884667,-51.07958667,0.1,64,212,0.072414742,0.12141542,0.173942009,1,3.5,1.309336227,0.197511422,13.37531319,3.384745763,34.61068534,,
CELATOAFR2,CERRADO,LATOSSOLO,Areia Franca,-14.23884667,-51.07958667,0.1,64,404,0.072414742,0.12141542,0.173942009,1,3.5,1.309336227,0.197511422,13.37531319,3.384745763,34.61068534,,
CELATOMAG2,CERRADO,LATOSSOLO,Argilosa,-16.45391667,-50.19936667,0.1,64,4,0.267792274,0.344511445,0.404934037,1,5,1.00918955,2.070810811,53.07612613,18.3490991,12.86171171,,
CELATOMAG2,CERRADO,LATOSSOLO,Argilosa,-16.45391667,-50.19936667,0.1,64,12,0.269072158,0.344802767,0.404697071,1,5,1.009406714,1.983219736,53.6590363,18.24068235,12.57877631,,
CELATOMAG2,CERRADO,LATOSSOLO,Argilosa,-16.45391667,-50.19936667,0.1,64,24,0.271904859,0.344697739,0.403186659,1,5,1.011187188,1.753601967,55.42061686,17.50540467,11.96620937,,
CELATOMAG2,CERRADO,LATOSSOLO,Argilosa,-16.45391667,-50.19936667,0.1,64,36,0.273617048,0.344227891,0.401551402,1,3.5,1.014312538,1.548568802,56.74369293,16.89457481,11.52065666,,
CELATOMAG2,CERRADO,LATOSSOLO,Argilosa,-16.45391667,-50.19936667,0.1,64,48,0.276120014,0.344077047,0.399985197,1,3.5,1.017694267,1.299104332,58.39192364,16.22130798,10.89873186,,
CELATOMAG2,CERRADO,LATOSSOLO,Argilosa,-16.45391667,-50.19936667,0.1,64,100,0.277701884,0.343318013,0.398095701,1,3.5,1.019883511,1.101593836,59.76246127,15.51850153,10.5007567,,
CELATOMAG2,CERRADO,LATOSSOLO,Argilosa,-16.45391667,-50.19936667,0.1,64,200,0.280117243,0.342560217,0.395574136,1,3.5,1.023759381,0.814356484,61.65007032,14.55556521,9.880604108,,
CELATOMAG2,CERRADO,LATOSSOLO,Argilosa,-16.45391667,-50.19936667,0.1,64,400,0.279852346,0.340932405,0.393641589,1,3.5,1.032711002,0.622796699,61.8129206,15.25224722,9.935942478,,
CELATOMAG2,CERRADO,LATOSSOLO,Argilosa,-16.45391667,-50.19936667,0.1,64,700,0.279852346,0.340932405,0.393641589,1,3.5,1.032711002,0.622796699,61.8129206,15.25224722,9.935942478,,
CELATOMAG2,CERRADO,LATOSSOLO,Argilosa,-16.45391667,-50.19936667,0.1,64,1000,0.279852346,0.340932405,0.393641589,1,3.5,1.032711002,0.622796699,61.8129206,15.25224722,9.935942478,,
CELATOAGA2,CERRADO,LATOSSOLO,Argilo-Arenosa,-13.57993333,-49.64800833,0.1,64,4,0.188129807,0.254180968,0.308455186,1,5,1.147424167,1.617638889,32.9125,11.19305556,26.57083333,,
CELATOAGA2,CERRADO,LATOSSOLO,Argilo-Arenosa,-13.57993333,-49.64800833,0.1,64,12,0.193698165,0.259683033,0.313637397,1,5,1.143404139,1.506373906,34.31151196,11.18066079,25.22696,,
CELATOAGA2,CERRADO,LATOSSOLO,Argilo-Arenosa,-13.57993333,-49.64800833,0.1,64,24,0.197367315,0.262147385,0.315576509,1,5,1.1414771,1.348782477,35.69013453,10.79213787,24.51037101,,
CELATOAGA2,CERRADO,LATOSSOLO,Argilo-Arenosa,-13.57993333,-49.64800833,0.1,64,37,0.201270663,0.264087297,0.316493135,1,3.5,1.141323622,1.151128694,37.34013249,10.04997337,23.63132606,,
CELATOAGA2,CERRADO,LATOSSOLO,Argilo-Arenosa,-13.57993333,-49.64800833,0.1,64,49,0.2042229,0.265864747,0.317702194,1,3.5,1.140806358,0.997707569,38.5212436,9.664458798,22.9509615,,
CELATOAGA2,CERRADO,LATOSSOLO,Argilo-Arenosa,-13.57993333,-49.64800833,0.1,64,74,0.209163998,0.269049287,0.319909626,1,3.5,1.139745391,0.749417502,40.44112369,9.059379942,21.84813851,,
CELATOAGA2,CERRADO,LATOSSOLO,Argilo-Arenosa,-13.57993333,-49.64800833,0.1,64,99,0.213390019,0.272379928,0.322758841,1,3.5,1.138436846,0.582745566,41.81683702,8.694027726,20.65027804,,
CELATOAGA2,CERRADO,LATOSSOLO,Argilo-Arenosa,-13.57993333,-49.64800833,0.1,64,124,0.21495584,0.273279154,0.323515651,1,3.5,1.14330817,0.511375864,41.91980293,8.863689071,20.5527482,,
CELATOAGA2,CERRADO,LATOSSOLO,Argilo-Arenosa,-13.57993333,-49.64800833,0.1,64,224,0.21495584,0.273279154,0.323515651,1,3.5,1.14330817,0.511375864,41.91980293,8.863689071,20.5527482,,
CELATOAGA2,CERRADO,LATOSSOLO,Argilo-Arenosa,-13.57993333,-49.64800833,0.1,64,424,0.21495584,0.273279154,0.323515651,1,3.5,1.14330817,0.511375864,41.91980293,8.863689071,20.5527482,,
CELATOFAG2,CERRADO,LATOSSOLO,Franco Argilosa,-15.73366667,-49.91049167,0.1,64,4,0.220818225,0.312875583,0.380220402,1,5,1.120311667,1.678333333,33.975,24.4,14.29166667,,
CELATOFAG2,CERRADO,LATOSSOLO,Franco Argilosa,-15.73366667,-49.91049167,0.1,64,12,0.228017218,0.318647635,0.383822056,1,5,1.120298511,1.380903557,36.44539247,24.29210998,12.49901335,,
CELATOFAG2,CERRADO,LATOSSOLO,Franco Argilosa,-15.73366667,-49.91049167,0.1,64,25,0.229321023,0.318437489,0.382442353,1,3.5,1.122142985,1.268249546,36.93114859,23.95426226,12.2936975,,
CELATOFAG2,CERRADO,LATOSSOLO,Franco Argilosa,-15.73366667,-49.91049167,0.1,64,37,0.231545813,0.318463689,0.380706508,1,3.5,1.123353715,1.119526638,37.79396684,23.31578817,11.9739114,,
CELATOFAG2,CERRADO,LATOSSOLO,Franco Argilosa,-15.73366667,-49.91049167,0.1,64,50,0.232634618,0.318083239,0.379170615,1,3.5,1.124972628,1.00583737,38.21764254,22.99561912,11.79300343,,
CELATOFAG2,CERRADO,LATOSSOLO,Franco Argilosa,-15.73366667,-49.91049167,0.1,64,75,0.236263581,0.317152563,0.375636762,1,3.5,1.125939939,0.798201158,39.65617441,21.92615055,11.34913575,,
CELATOFAG2,CERRADO,LATOSSOLO,Franco Argilosa,-15.73366667,-49.91049167,0.1,64,101,0.233563076,0.318700932,0.376671184,1,3.5,1.137821986,0.558647429,38.47170134,22.99962213,11.14382438,,
CELATOFAG2,CERRADO,LATOSSOLO,Franco Argilosa,-15.73366667,-49.91049167,0.1,64,126,0.225228782,0.333201748,0.397160482,1,3.5,1.163973529,0.390098467,33.89084906,29.33829599,8.812670991,,
CELATOFAG2,CERRADO,LATOSSOLO,Franco Argilosa,-15.73366667,-49.91049167,0.1,64,226,0.225228782,0.333201748,0.397160482,1,3.5,1.163973529,0.390098467,33.89084906,29.33829599,8.812670991,,
CELATOFAG2,CERRADO,LATOSSOLO,Franco Argilosa,-15.73366667,-49.91049167,0.1,64,426,0.225228782,0.333201748,0.397160482,1,3.5,1.163973529,0.390098467,33.89084906,29.33829599,8.812670991,,
CELATOFAA2,CERRADO,LATOSSOLO,Fraco Argilo-Arenosa,-14.46217921,-49.01239382,0.1,64,4,0.128161398,0.186133193,0.243950976,1,5,1.225453371,1.181853933,20.75561798,9.757303371,32.52865169,,
CELATOFAA2,CERRADO,LATOSSOLO,Fraco Argilo-Arenosa,-14.46217921,-49.01239382,0.1,64,13,0.133531323,0.191874711,0.249104476,1,5,1.22188757,1.087292764,21.96048725,9.9111287,31.43559319,,
CELATOFAA2,CERRADO,LATOSSOLO,Fraco Argilo-Arenosa,-14.46217921,-49.01239382,0.1,64,26,0.137196594,0.19518166,0.251418398,1,5,1.224393916,0.925981198,22.69348627,9.812651504,30.22568017,,
CELATOFAA2,CERRADO,LATOSSOLO,Fraco Argilo-Arenosa,-14.46217921,-49.01239382,0.1,64,39,0.142825179,0.200651007,0.256111487,1,3.5,1.222582477,0.802073703,24.12020255,9.769437347,29.12451891,,
CELATOFAA2,CERRADO,LATOSSOLO,Fraco Argilo-Arenosa,-14.46217921,-49.01239382,0.1,64,52,0.148506815,0.20625227,0.260883759,1,3.5,1.221226358,0.668939629,25.56382054,9.759152472,27.9890585,,
CELATOFAA2,CERRADO,LATOSSOLO,Fraco Argilo-Arenosa,-14.46217921,-49.01239382,0.1,64,79,0.153602191,0.211082606,0.264774601,1,3.5,1.221107702,0.517732241,26.99104696,9.582469795,26.83122643,,
CELATOFAA2,CERRADO,LATOSSOLO,Fraco Argilo-Arenosa,-14.46217921,-49.01239382,0.1,64,105,0.158119559,0.215197762,0.267910427,1,3.5,1.219173878,0.380476844,28.42242051,9.313213092,26.21146465,,
CELATOFAA2,CERRADO,LATOSSOLO,Fraco Argilo-Arenosa,-14.46217921,-49.01239382,0.1,64,131,0.156104695,0.213179692,0.266298071,1,3.5,1.228397619,0.291153616,28.00304195,9.497849069,25.81503003,,
CELATOFAA2,CERRADO,LATOSSOLO,Fraco Argilo-Arenosa,-14.46217921,-49.01239382,0.1,64,235,0.156104695,0.213179692,0.266298071,1,3.5,1.228397619,0.291153616,28.00304195,9.497849069,25.81503003,,
CELATOFAA2,CERRADO,LATOSSOLO,Fraco Argilo-Arenosa,-14.46217921,-49.01239382,0.1,64,443,0.156104695,0.213179692,0.266298071,1,3.5,1.228397619,0.291153616,28.00304195,9.497849069,25.81503003,,
CELATOFAR2,CERRADO,LATOSSOLO,Franco Arenosa,-15.37018542,-49.29470938,0.1,64,4,0.079730386,0.130587207,0.186873267,1,5,1.290942917,0.801979167,12.38125,6.504166667,37.87708333,,
CELATOFAR2,CERRADO,LATOSSOLO,Franco Arenosa,-15.37018542,-49.29470938,0.1,64,12,0.081358144,0.132372368,0.18862239,1,5,1.29011324,0.778198092,12.66755012,6.583666431,37.46754662,,
CELATOFAR2,CERRADO,LATOSSOLO,Franco Arenosa,-15.37018542,-49.29470938,0.1,64,25,0.086317093,0.138851496,0.19529701,1,5,1.290420269,0.685775571,13.50263986,7.248746921,36.20223604,,
CELATOFAR2,CERRADO,LATOSSOLO,Franco Arenosa,-15.37018542,-49.29470938,0.1,64,38,0.08895507,0.141532275,0.197145101,1,3.5,1.290995834,0.588159866,14.32938289,7.444831021,36.30850393,,
CELATOFAR2,CERRADO,LATOSSOLO,Franco Arenosa,-15.37018542,-49.29470938,0.1,64,51,0.092495784,0.145210663,0.200098523,1,3.5,1.290728539,0.497489543,15.18275153,7.333164897,35.73939803,,
CELATOFAR2,CERRADO,LATOSSOLO,Franco Arenosa,-15.37018542,-49.29470938,0.1,64,76,0.097800499,0.15122696,0.205864344,1,3.5,1.290206745,0.386595879,16.21817864,7.719224857,34.67572794,,
CELATOFAR2,CERRADO,LATOSSOLO,Franco Arenosa,-15.37018542,-49.29470938,0.1,64,102,0.102422081,0.155573803,0.209548379,1,3.5,1.288341452,0.300964531,17.14306541,7.770565596,33.76359687,,
CELATOFAR2,CERRADO,LATOSSOLO,Franco Arenosa,-15.37018542,-49.29470938,0.1,64,128,0.103332747,0.154714296,0.207366993,1,3.5,1.292289892,0.232425544,17.39208297,7.170990881,34.76341904,,
CELATOFAR2,CERRADO,LATOSSOLO,Franco Arenosa,-15.37018542,-49.29470938,0.1,64,232,0.103332747,0.154714296,0.207366993,1,3.5,1.292289892,0.232425544,17.39208297,7.170990881,34.76341904,,
CELATOFAR2,CERRADO,LATOSSOLO,Franco Arenosa,-15.37018542,-49.29470938,0.1,64,440,0.103332747,0.154714296,0.207366993,1,3.5,1.292289892,0.232425544,17.39208297,7.170990881,34.76341904,,
CELATOFRN2,CERRADO,LATOSSOLO,Franco,-14.61246667,-48.22023333,0.1,64,4,0.153249549,0.277489062,0.378882946,1,5,1.124113333,2.786666667,17.73333333,31.43333333,14.63333333,,
CELATOFRN2,CERRADO,LATOSSOLO,Franco,-14.61246667,-48.22023333,0.1,64,13,0.165160258,0.284457461,0.379018774,1,5,1.130833333,2.386666667,20.16666667,31.53333333,14,,
CELATOFRN2,CERRADO,LATOSSOLO,Franco,-14.61246667,-48.22023333,0.1,64,26,0.169214478,0.28758564,0.380473379,1,5,1.13288919,2.25450463,21.04606481,31.70092593,13.56921296,,
CELATOFRN2,CERRADO,LATOSSOLO,Franco,-14.61246667,-48.22023333,0.1,64,40,0.17588544,0.292712029,0.382855006,1,3.5,1.136519329,2.033865741,22.50578704,31.97314815,12.83449074,,
CELATOFRN2,CERRADO,LATOSSOLO,Franco,-14.61246667,-48.22023333,0.1,64,53,0.190339545,0.30356882,0.387872917,1,3.5,1.147361343,1.517601852,25.82175926,32.52037037,10.93101852,,
CELATOFRN2,CERRADO,LATOSSOLO,Franco,-14.61246667,-48.22023333,0.1,64,80,0.203101877,0.313577884,0.392833842,1,3.5,1.154992714,1.09605057,28.65393875,33.08396011,9.391659544,,
CELATOFRN2,CERRADO,LATOSSOLO,Franco,-14.61246667,-48.22023333,0.1,64,106,0.211932742,0.320031549,0.395320545,1,3.5,1.15867755,0.802945869,30.52165242,33.37378917,8.638176638,,
CELATOFRN2,CERRADO,LATOSSOLO,Franco,-14.61246667,-48.22023333,0.1,64,133,0.1958703,0.309197975,0.387785198,1,3.5,1.197977385,0.381153846,26.64846154,35.02923077,6.703076923,,
CELATOFRN2,CERRADO,LATOSSOLO,Franco,-14.61246667,-48.22023333,0.1,64,241,0.1958703,0.309197975,0.387785198,1,3.5,1.197977385,0.381153846,26.64846154,35.02923077,6.703076923,,
CELATOFRN2,CERRADO,LATOSSOLO,Franco,-14.61246667,-48.22023333,0.1,64,457,0.1958703,0.309197975,0.387785198,1,3.5,1.197977385,0.381153846,26.64846154,35.02923077,6.703076923,,
CECAMBFAA2,CERRADO,CAMBISSOLO,Fraco Argilo-Arenosa,-15.65270909,-48.80213636,0.8,84,3,0.167837614,0.246634381,0.316412464,1,1.5,1.160045455,1.657575758,25.16666667,17.26060606,17.46363636,,
CECAMBFAA2,CERRADO,CAMBISSOLO,Fraco Argilo-Arenosa,-15.65270909,-48.80213636,0.8,84,9,0.167821521,0.246662634,0.316455117,1,1.5,1.160277358,1.652378655,25.14902875,17.29249121,17.46317189,,
CECAMBFAA2,CERRADO,CAMBISSOLO,Fraco Argilo-Arenosa,-15.65270909,-48.80213636,0.8,84,19,0.17031058,0.247810585,0.315278635,0.96969697,1.5,1.169176513,1.388548006,25.73440057,17.33095443,17.32384503,,
CECAMBFAA2,CERRADO,CAMBISSOLO,Fraco Argilo-Arenosa,-15.65270909,-48.80213636,0.8,84,29,0.170977526,0.247179303,0.313246934,0.6,1.5,1.178344172,1.192053019,25.99280801,17.40019966,17.34615327,,
CECAMBFAA2,CERRADO,CAMBISSOLO,Fraco Argilo-Arenosa,-15.65270909,-48.80213636,0.8,84,39,0.171226979,0.24651317,0.311438449,0.6,1.5,1.185159271,0.987364586,26.14071069,17.50380605,17.34427889,,
CECAMBFAA2,CERRADO,CAMBISSOLO,Fraco Argilo-Arenosa,-15.65270909,-48.80213636,0.8,84,59,0.175874017,0.249155695,0.311393424,0.6,1.5,1.188519288,0.746344027,27.47108812,17.03622717,16.98291618,,
CECAMBFAA2,CERRADO,CAMBISSOLO,Fraco Argilo-Arenosa,-15.65270909,-48.80213636,0.8,84,78,0.173330694,0.244773957,0.305941261,0.6,1.5,1.199631849,0.487068935,27.26996795,16.97296739,17.01561471,,
CECAMBFAA2,CERRADO,CAMBISSOLO,Fraco Argilo-Arenosa,-15.65270909,-48.80213636,0.8,84,98,0.172088117,0.243679544,0.304706106,0.308982689,1.5,1.204711812,0.378255952,26.95364619,17.31406855,17.13637288,,
CECAMBFAA2,CERRADO,CAMBISSOLO,Fraco Argilo-Arenosa,-15.65270909,-48.80213636,0.8,84,178,0.172088117,0.243679544,0.304706106,0.308982689,1.5,1.204711812,0.378255952,26.95364619,17.31406855,17.13637288,,
CECAMBFAG2,CERRADO,CAMBISSOLO,Franco Argilosa,-15.26033929,-48.18484286,0.8,84,3,0.211155643,0.328572865,0.406941007,1,1.5,1.099214286,1.905,29.375,33.625,15.72857143,,
CECAMBFAG2,CERRADO,CAMBISSOLO,Franco Argilosa,-15.26033929,-48.18484286,0.8,84,9,0.214832701,0.330119485,0.406715861,1,1.5,1.102181429,1.736785714,30.44285714,33.78214286,15.075,,
CECAMBFAG2,CERRADO,CAMBISSOLO,Franco Argilosa,-15.26033929,-48.18484286,0.8,84,18,0.218418782,0.333019455,0.408240069,1,1.5,1.10390727,1.589278334,31.23156884,34.39231338,14.6832096,,
CECAMBFAG2,CERRADO,CAMBISSOLO,Franco Argilosa,-15.26033929,-48.18484286,0.8,84,27,0.218140701,0.329695683,0.402841657,0.6,1.5,1.117579938,1.258951867,31.42267138,34.58757208,14.50006781,,
CECAMBFAG2,CERRADO,CAMBISSOLO,Franco Argilosa,-15.26033929,-48.18484286,0.8,84,36,0.220108189,0.328732839,0.40003759,0.6,1.5,1.124431345,1.030706785,32.12804542,34.51241134,14.10023658,,
CECAMBFAG2,CERRADO,CAMBISSOLO,Franco Argilosa,-15.26033929,-48.18484286,0.8,84,54,0.221054235,0.327748132,0.397939477,0.512597438,1.5,1.130429595,0.830701423,32.58022849,34.6620784,13.53460721,,
CECAMBFAG2,CERRADO,CAMBISSOLO,Franco Argilosa,-15.26033929,-48.18484286,0.8,84,72,0.225803839,0.330746205,0.399680867,0.453679156,1.5,1.136709801,0.504461515,34.20854479,35.69099478,11.8140647,,
CECAMBFAG2,CERRADO,CAMBISSOLO,Franco Argilosa,-15.26033929,-48.18484286,0.8,84,90,0.226203397,0.326419844,0.393887709,0.214285714,1.5,1.132865287,0.434934473,34.58749825,33.31710784,10.38490838,,
CECAMBFAG2,CERRADO,CAMBISSOLO,Franco Argilosa,-15.26033929,-48.18484286,0.8,84,162,0.226203397,0.326419844,0.393887709,0.214285714,1.5,1.132865287,0.434934473,34.58749825,33.31710784,10.38490838,,
CECAMBFAR2,CERRADO,CAMBISSOLO,Franco Arenosa,-15.13046842,-49.69584211,0.8,84,2,0.100678526,0.17057064,0.251170728,1,1.5,1.227829474,1.319473684,13.51578947,14.58421053,24.02631579,,
CECAMBFAR2,CERRADO,CAMBISSOLO,Franco Arenosa,-15.13046842,-49.69584211,0.8,84,8,0.100678526,0.17057064,0.251170728,1,1.5,1.227829474,1.319473684,13.51578947,14.58421053,24.02631579,,
CECAMBFAR2,CERRADO,CAMBISSOLO,Franco Arenosa,-15.13046842,-49.69584211,0.8,84,16,0.103015783,0.169163115,0.246643877,0.947368421,1.5,1.240528571,1.002620466,14.1176518,14.48749228,23.72387002,,
CECAMBFAR2,CERRADO,CAMBISSOLO,Franco Arenosa,-15.13046842,-49.69584211,0.8,84,25,0.104578774,0.171381905,0.248300169,0.835047169,1.5,1.242849295,0.930859735,14.33835862,14.83930816,23.53928871,,
CECAMBFAR2,CERRADO,CAMBISSOLO,Franco Arenosa,-15.13046842,-49.69584211,0.8,84,33,0.10799435,0.175571906,0.252048891,0.6,1.5,1.243827385,0.850421344,14.81976083,15.42214701,23.21721394,,
CECAMBFAR2,CERRADO,CAMBISSOLO,Franco Arenosa,-15.13046842,-49.69584211,0.8,84,50,0.110824286,0.178061459,0.25272848,0.591065948,1.5,1.249437759,0.682083659,15.23875198,15.77655759,23.36883365,,
CECAMBFAR2,CERRADO,CAMBISSOLO,Franco Arenosa,-15.13046842,-49.69584211,0.8,84,67,0.113666937,0.181576529,0.254652204,0.471651564,1.5,1.256117539,0.437892932,15.69380364,16.54585068,23.28850413,,
CECAMBFAR2,CERRADO,CAMBISSOLO,Franco Arenosa,-15.13046842,-49.69584211,0.8,84,84,0.108689446,0.17674671,0.253408224,0.090909091,1.5,1.260564595,0.421436057,15.50131208,16.50349792,22.3581536,,
CECAMBFAR2,CERRADO,CAMBISSOLO,Franco Arenosa,-15.13046842,-49.69584211,0.8,84,152,0.108689446,0.17674671,0.253408224,0.090909091,1.5,1.260564595,0.421436057,15.50131208,16.50349792,22.3581536,,
CECAMBFAS2,CERRADO,CAMBISSOLO,Fraco Argilo-Siltosa,-13.10301667,-45.39856667,0.8,84,2,0.231192768,0.400600796,0.498487005,1,1.5,1.019333333,2.303333333,35,52,6,,
